fasta,name,organism,source,accession,genome_assembly
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964263255.1.fa.gz,aLisVul1.1,Lissotriton vulgaris,VGP,GCA_964263255.1,aLisVul1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_046129695.1.fa.gz,bLonStr1.mat,Lonchura striata,VGP,GCA_046129695.1,bLonStr1.mat
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030014295.1.fa.gz,mLoxAfr1.hap2,Loxodonta africana,VGP,GCF_030014295.1,mLoxAfr1.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_902655055.1.fa.gz,mLutLut1.2,Lutra lutra,VGP,GCF_902655055.1,mLutLut1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_040955705.1.fa.gz,LycPic1.final.hap2,Lycaon pictus,VGP,GCA_040955705.1,LycPic1.final.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_007474595.2.fa.gz,mLynCan4.pri.v2,Lynx canadensis,VGP,GCF_007474595.2,mLynCan4.pri.v2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_043159975.1.fa.gz,mMacNem.hap1,Macaca nemestrina,VGP,GCF_043159975.1,mMacNem.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_033349115.1.fa.gz,rMacSuw1.hap2,Macrochelys suwanniensis,VGP,GCA_033349115.1,rMacSuw1.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_037893015.1.fa.gz,bilby.v1.9.chrom.fasta,Macrotis lagotis,VGP,GCA_037893015.1,bilby.v1.9.chrom.fasta
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_027887155.1.fa.gz,rMalTer1.hap1,Malaclemys terrapin pileata,VGP,GCF_027887155.1,rMalTer1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030020395.1.fa.gz,mManPen7.hap1,Manis pentadactyla,VGP,GCF_030020395.1,mManPen7.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048565345.1.fa.gz,aManAur1.hap1,Mantella aurantiaca,VGP,GCA_048565345.1,aManAur1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_047511675.1.fa.gz,mMarFla1.hap1,Marmota flaviventris,VGP,GCF_047511675.1,mMarFla1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963455335.1.fa.gz,mMarMar1.1,Martes martes,VGP,GCA_963455335.1,mMarMar1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_900324485.3.fa.gz,fMasArm1.3,Mastacembelus armatus,VGP,GCA_900324485.3,fMasArm1.3
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043880595.1.fa.gz,ASM4388059v1,Megaderma spasma,VGP,GCA_043880595.1,ASM4388059v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_013368585.1.fa.gz,fMegCyp1.pri,Megalops cyprinoides,VGP,GCF_013368585.1,fMegCyp1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_041834305.1.fa.gz,ASM4183430v1,Megaptera novaeangliae,VGP,GCA_041834305.1,ASM4183430v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_017639745.1.fa.gz,fMelBoe1.pri,Melanotaenia boesemani,VGP,GCF_017639745.1,fMelBoe1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_922984935.1.fa.gz,mMelMel3.1 paternal haplotype,Meles meles,VGP,GCF_922984935.1,mMelMel3.1 paternal haplotype
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_012275295.1.fa.gz,bMelUnd1.mat.Z,Melopsittacus undulatus,VGP,GCF_012275295.1,bMelUnd1.mat.Z
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_028018845.1.fa.gz,bMelGeo1.pri,Melospiza georgiana,VGP,GCF_028018845.1,bMelGeo1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_035770615.1.fa.gz,bMelMel2.pri,Melospiza melodia melodia,VGP,GCF_035770615.1,bMelMel2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048628825.1.fa.gz,ASM4862882v1,Menidia menidia,VGP,GCA_048628825.1,ASM4862882v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_036873955.1.fa.gz,bMerOct1.hap1,Mergus octosetaceus,VGP,GCA_036873955.1,bMerOct1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_009819595.1.fa.gz,bMerNub1.pri,Merops nubicus,VGP,GCA_009819595.1,bMerNub1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964165515.1.fa.gz,mMesBid2.hap1.1,Mesoplodon bidens,VGP,GCA_964165515.1,mMesBid2.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_025265405.1.fa.gz,mMesDen1 primary haplotype,Mesoplodon densirostris,VGP,GCF_025265405.1,mMesDen1 primary haplotype
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964341445.1.fa.gz,mMesMir1.hap1.1,Mesoplodon mirus,VGP,GCA_964341445.1,mMesMir1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_901765095.2.fa.gz,aMicUni1.2,Microcaecilia unicolor,VGP,GCA_901765095.2,aMicUni1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963457635.1.fa.gz,fMicVar1.1,Microchirus variegatus,VGP,GCA_963457635.1,fMicVar1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964030765.1.fa.gz,fMicPou1.1,Micromesistius poutassou,VGP,GCA_964030765.1,fMicPou1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963924665.1.fa.gz,mMicMin1.1,Micromys minutus,VGP,GCA_963924665.1,mMicMin1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_019677235.1.fa.gz,HNU_Msal_1.0,Micropterus salmoides,VGP,GCA_019677235.1,HNU_Msal_1.0
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964266715.1.fa.gz,fMicKit1.1,Microstomus kitt,VGP,GCA_964266715.1,fMicKit1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_037038515.1.fa.gz,mMicPen1.hap1,Microtus pennsylvanicus,VGP,GCA_037038515.1,mMicPen1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964146895.2.fa.gz,mMinSch1.hap1.2,Miniopterus schreibersii,VGP,GCA_964146895.2,mMinSch1.hap1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_038048845.1.fa.gz,aMixFle1.hap1,Mixophyes fleayi,VGP,GCA_038048845.1,aMixFle1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030028105.1.fa.gz,sMobBir1.hap1,Mobula birostris,VGP,GCF_030028105.1,sMobBir1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_031001765.1.fa.gz,BBF_mMolAlv_v1,Molossus alvarezi,VGP,GCA_031001765.1,BBF_mMolAlv_v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_037157525.1.fa.gz,mMolAlv2.hap1,Molossus alvarezi,VGP,GCA_037157525.1,mMolAlv2.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_014108415.1.fa.gz,mMolMol1.p,Molossus molossus,VGP,GCF_014108415.1,mMolMol1.p
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_039880945.1.fa.gz,mMolNig1.hap1,Molossus nigricans,VGP,GCA_039880945.1,mMolNig1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_027887165.1.fa.gz,mMonDom1.pri,Monodelphis domestica,VGP,GCF_027887165.1,mMonDom1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043748645.1.fa.gz,ASM4374864v1,Mops condylurus,VGP,GCA_043748645.1,ASM4374864v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_045345515.1.fa.gz,bMorGui1 haplotype 2,Morphnus guianensis,VGP,GCA_045345515.1,bMorGui1 haplotype 2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_031468815.1.fa.gz,bMorBas2.hap2,Morus bassanus,VGP,GCA_031468815.1,bMorBas2.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963930625.1.fa.gz,mMunRee1.1,Muntiacus reevesi,VGP,GCF_963930625.1,mMunRee1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963383645.1.fa.gz,mMusAve1.1,Muscardinus avellanarius,VGP,GCA_963383645.1,mMusAve1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_009829155.1.fa.gz,mMusErm1.Pri,Mustela erminea,VGP,GCF_009829155.1,mMusErm1.Pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030435805.1.fa.gz,mMusLut2.pri,Mustela lutreola,VGP,GCF_030435805.1,mMusLut2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964662115.1.fa.gz,mMusNiv2.hap1.1,Mustela nivalis,VGP,GCA_964662115.1,mMusNiv2.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964213995.1.fa.gz,sMusAst1.hap1.1,Mustelus asterias,VGP,GCA_964213995.1,sMusAst1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963259705.1.fa.gz,mMyoDau2.1,Myotis daubentonii,VGP,GCF_963259705.1,mMyoDau2.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_014108235.1.fa.gz,mMyoMyo1.p,Myotis myotis,VGP,GCF_014108235.1,mMyoMyo1.p
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964212035.2.fa.gz,mMyoNat1.hap1.2,Myotis nattereri,VGP,GCA_964212035.2,mMyoNat1.hap1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_902150065.1.fa.gz,fMyrMur1.1,Myripristis murdjan,VGP,GCF_902150065.1,fMyrMur1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_040894355.2.fa.gz,rMyuGeo1.pri,Myuchelys georgesi,VGP,GCA_040894355.2,rMyuGeo1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964187855.1.fa.gz,kmMyxGlut1.1,Myxine glutinosa,VGP,GCA_964187855.1,kmMyxGlut1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963921795.1.fa.gz,fNanAch1.1,Nannobrachium achirus,VGP,GCA_963921795.1,fNanAch1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963989245.1.fa.gz,fNanAnt1.1,Nansenia antarctica,VGP,GCA_963989245.1,fNanAnt1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_036971175.1.fa.gz,sNarBan1.hap2,Narcine bancroftii,VGP,GCA_036971175.1,sNarBan1.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_036971445.1.fa.gz,sNarBan1.hap1,Narcine bancroftii,VGP,GCF_036971445.1,sNarBan1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_965152275.1.fa.gz,rNatDep2.hap1,Natator depressus,VGP,GCA_965152275.1,rNatDep2.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964273705.1.fa.gz,rNatHel1.hap1.1,Natrix helvetica,VGP,GCA_964273705.1,rNatHel1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_027579695.1.fa.gz,fNeoGra1.pri,Neoarius graeffei,VGP,GCF_027579695.1,fNeoGra1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_028018385.1.fa.gz,mNeoNeb1.pri,Neofelis nebulosa,VGP,GCF_028018385.1,mNeoNeb1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964106545.1.fa.gz,mNeoVis2.hap1.1,Neogale vison,VGP,GCA_964106545.1,mNeoVis2.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_044231665.1.fa.gz,SynOce1_v1.hap1,Neosynchiropus ocellatus,VGP,GCA_044231665.1,SynOce1_v1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963082525.1.fa.gz,bNesMay2.1,Nesoenas mayeri,VGP,GCA_963082525.1,bNesMay2.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964035555.1.fa.gz,bNetRuf1.1,Netta rufina,VGP,GCA_964035555.1,bNetRuf1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_028372415.1.fa.gz,mMacEug1.pri_v2,Notamacropus eugenii,VGP,GCF_028372415.1,mMacEug1.pri_v2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_009762535.1.fa.gz,fNotCel1.pri,Notolabrus celidotus,VGP,GCF_009762535.1,fNotCel1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963971535.1.fa.gz,fNotCoa1.1,Notolepis coatsorum,VGP,GCA_963971535.1,fNotCoa1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964106895.1.fa.gz,bNumArq3.hap1.1,Numenius arquata,VGP,GCA_964106895.1,bNumArq3.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964264875.2.fa.gz,mNycLei1.hap1.2,Nyctalus leisleri,VGP,GCA_964264875.2,mNycLei1.hap1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_013368605.1.fa.gz,bNycGra1.pri,Nyctibius grandis,VGP,GCF_013368605.1,bNycGra1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_027406575.1.fa.gz,mNycCou1.pri,Nycticebus coucang,VGP,GCF_027406575.1,mNycCou1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030435755.1.fa.gz,mOchPri1.hap1,Ochotona princeps,VGP,GCF_030435755.1,mOchPri1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_029582105.1.fa.gz,OMel1.0,Oenanthe melanoleuca,VGP,GCF_029582105.1,OMel1.0
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_903995425.1.fa.gz,mOncTor1.1,Onychomys torridus,VGP,GCF_903995425.1,mOncTor1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_937001465.1.fa.gz,mOrcOrc1.1,Orcinus orca,VGP,GCF_937001465.1,mOrcOrc1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_004115215.2.fa.gz,mOrnAna1.pri.v4,Ornithorhynchus anatinus,VGP,GCF_004115215.2,mOrnAna1.pri.v4
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_964237555.1.fa.gz,mOryCun1.1,Oryctolagus cuniculus,VGP,GCF_964237555.1,mOryCun1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963692335.1.fa.gz,fOsmEpe2.1,Osmerus eperlanus,VGP,GCF_963692335.1,fOsmEpe2.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_038355195.1.fa.gz,fOsmMor3.pri,Osmerus mordax,VGP,GCA_038355195.1,fOsmMor3.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_040805955.1.fa.gz,T2T-sheep1.0,Ovis aries,VGP,GCA_040805955.1,T2T-sheep1.0
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_042477335.2.fa.gz,ARS-UI_OviCan_v2,Ovis canadensis,VGP,GCF_042477335.2,ARS-UI_OviCan_v2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_965226575.1.fa.gz,fPagPag1.hap1.1,Pagrus pagrus,VGP,GCA_965226575.1,fPagPag1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_029289425.2.fa.gz,NHGRI_mPanPan1-v2.1_pri,Pan paniscus,VGP,GCF_029289425.2,NHGRI_mPanPan1-v2.1_pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_028858775.2.fa.gz,NHGRI_mPanTro3-v2.1_pri,Pan troglodytes,VGP,GCF_028858775.2,NHGRI_mPanTro3-v2.1_pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_027358585.1.fa.gz,fPanHyp1.pri,Pangasianodon hypophthalmus,VGP,GCF_027358585.1,fPanHyp1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_045781085.1.fa.gz,rPanTec1.hap2,Pangshura tecta,VGP,GCA_045781085.1,rPanTec1.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_900634625.2.fa.gz,fParRan2.2,Parambassis ranga,VGP,GCA_900634625.2,fParRan2.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_905163445.1.fa.gz,ilParAegt1.1,Pararge aegeria,VGP,GCF_905163445.1,ilParAegt1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_036417665.1.fa.gz,bPasDom1.hap1,Passer domesticus,VGP,GCF_036417665.1,bPasDom1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_031885435.1.fa.gz,bPasSan2.pri,Passerculus sandwichensis,VGP,GCA_031885435.1,bPasSan2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_037038585.1.fa.gz,bPatFas1.hap1,Patagioenas fasciata,VGP,GCF_037038585.1,bPatFas1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_902652985.1.fa.gz,xPecMax1.1,Pecten maximus,VGP,GCF_902652985.1,xPecMax1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_036172605.1.fa.gz,aPelFus1.pri,Pelobates fuscus,VGP,GCF_036172605.1,aPelFus1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_036172795.1.fa.gz,aPelIbe1.pri,Pelodytes ibericus,VGP,GCA_036172795.1,aPelIbe1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_965119305.1.fa.gz,aPelLes1.hap1.1,Pelophylax lessonae,VGP,GCA_965119305.1,aPelLes1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_042242105.1.fa.gz,fPemKlu1.hap1,Pempheris klunzingeri,VGP,GCF_042242105.1,fPemKlu1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_009829125.3.fa.gz,fPerMag1.2.pri,Periophthalmus magnuspinnatus,VGP,GCF_009829125.3,fPerMag1.2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048934315.1.fa.gz,UKy_Petmar_22M1.pri1.0,Petromyzon marinus,VGP,GCA_048934315.1,UKy_Petmar_22M1.pri1.0
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964289735.1.fa.gz,bPhaAeh10.maternal.1,Phaethon aethereus,VGP,GCA_964289735.1,bPhaAeh10.maternal.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_023637945.2.fa.gz,bPhaSup1.pri,Phaethornis superciliosus,VGP,GCA_023637945.2,bPhaSup1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963921805.1.fa.gz,bPhaCar2.1,Phalacrocorax carbo,VGP,GCF_963921805.1,bPhaCar2.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963924675.1.fa.gz,mPhoPho1.1,Phocoena phocoena,VGP,GCF_963924675.1,mPhoPho1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_008692025.1.fa.gz,mPhoSin1.pri,Phocoena sinus,VGP,GCF_008692025.1,mPhoSin1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_009819775.1.fa.gz,bPhoRub2.pri,Phoenicopterus ruber ruber,VGP,GCA_009819775.1,bPhoRub2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_020510985.1.fa.gz,fPhoLeu1.pri,Pholidichthys leucotaenia,VGP,GCA_020510985.1,fPhoLeu1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_910591455.2.fa.gz,fPhoGun1.2,Pholis gunnellus,VGP,GCA_910591455.2,fPhoGun1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_004126475.2.fa.gz,mPhyDis1.pri.v3,Phyllostomus discolor,VGP,GCF_004126475.2,mPhyDis1.pri.v3
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_014108245.1.fa.gz,mPipKuh1.p,Pipistrellus kuhlii,VGP,GCF_014108245.1,mPipKuh1.p
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_903992545.1.fa.gz,mPipPip1.1,Pipistrellus pipistrellus,VGP,GCA_903992545.1,mPipPip1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_965183815.1.fa.gz,bPlaLeu2.hap1.1,Platalea leucorodia,VGP,GCA_965183815.1,bPlaLeu2.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_949316205.1.fa.gz,fPlaFle2.1,Platichthys flesus,VGP,GCF_949316205.1,fPlaFle2.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963455305.1.fa.gz,mPleAur1.1,Plecotus auritus,VGP,GCA_963455305.1,mPleAur1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_947347685.1.fa.gz,fPlePla1.1,Pleuronectes platessa,VGP,GCF_947347685.1,fPlePla1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_017639485.1.fa.gz,bPluApr1.pri,Pluvialis apricaria,VGP,GCA_017639485.1,bPluApr1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964188305.1.fa.gz,rPodBoc1.hap1.1,Podarcis bocagei,VGP,GCA_964188305.1,rPodBoc1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_951804945.1.fa.gz,rPodCre2.1,Podarcis cretensis,VGP,GCA_951804945.1,rPodCre2.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964252035.1.fa.gz,rPodErh1.hap1.1,Podarcis erhardii,VGP,GCA_964252035.1,rPodErh1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964270895.1.fa.gz,rPodFil1.hap1.1,Podarcis filfolensis,VGP,GCA_964270895.1,rPodFil1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964106915.2.fa.gz,rPodGai1.hap1.2,Podarcis gaigeae,VGP,GCA_964106915.2,rPodGai1.hap1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_965112155.1.fa.gz,rPodLio1.hap1.1,Podarcis liolepis,VGP,GCA_965112155.1,rPodLio1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964234715.1.fa.gz,rPodMel1.hap1.1,Podarcis melisellensis,VGP,GCA_964234715.1,rPodMel1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964188315.1.fa.gz,rPodMur119.hap1.1,Podarcis muralis,VGP,GCA_964188315.1,rPodMur119.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964106645.2.fa.gz,rPodPit1.hap1.2,Podarcis pityusensis,VGP,GCA_964106645.2,rPodPit1.hap1.2
